ChemicalId,ChemicalName,CityId,CountryName,CityName,Value,Units,Population
C5890534,Particulate matter (PM2.5),ES_caste_42e2,Spain,Castellón de la Plana/Castelló de la Plana,15.8,Microgramos por metro cúbico (µg/m³),174264
C5890534,Particulate matter (PM2.5),SE_norrk_73bc,Sweden,Norrköping,4.1,Microgramos por metro cúbico (µg/m³),140927
C5890534,Particulate matter (PM2.5),FR_metz_dd0c,France,Metz,9.4,Microgramos por metro cúbico (µg/m³),166252
C5890534,Particulate matter (PM2.5),HR_rijek_a7b0,Croatia,Rijeka,7.3,Microgramos por metro cúbico (µg/m³),115219
C5890534,Particulate matter (PM2.5),DE_gelse_2b2e,Germany,Gelsenkirchen,11.5,Microgramos por metro cúbico (µg/m³),259645
C5890534,Particulate matter (PM2.5),DE_heide_ec6f,Germany,Heidelberg,7.1,Microgramos por metro cúbico (µg/m³),161485
C5890534,Particulate matter (PM2.5),IT_savon_674f,Italy,Savona,9.2,Microgramos por metro cúbico (µg/m³),59439
C5890534,Particulate matter (PM2.5),DE_passa_f994,Germany,Passau,10.9,Microgramos por metro cúbico (µg/m³),52803
C5890534,Particulate matter (PM2.5),FR_nante_3d8b,France,Nantes,9.3,Microgramos por metro cúbico (µg/m³),450218
C5890534,Particulate matter (PM2.5),RO_arad_ed0b,Romania,Arad,12.7,Microgramos por metro cúbico (µg/m³),176846
C5890534,Particulate matter (PM2.5),FR_cherb_aa8c,France,Cherbourg,9,Microgramos por metro cúbico (µg/m³),79200
C5890534,Particulate matter (PM2.5),FR_troye_c750,France,Troyes,7.8,Microgramos por metro cúbico (µg/m³),106948
C5890534,Particulate matter (PM2.5),PL_lomza_0829,Poland,Lomza,20,Microgramos por metro cúbico (µg/m³),63000
C5890534,Particulate matter (PM2.5),IT_vicen_b46a,Italy,Vicenza,23,Microgramos por metro cúbico (µg/m³),109855
C5890534,Particulate matter (PM2.5),CZ_hrade_6a85,Czechia,Hradec Králové,14.2,Microgramos por metro cúbico (µg/m³),92939
C5890534,Particulate matter (PM2.5),IT_ancon_ce5e,Italy,Ancona,15.3,Microgramos por metro cúbico (µg/m³),99077
C5890534,Particulate matter (PM2.5),FR_stras_bb29,France,Strasbourg,10.1,Microgramos por metro cúbico (µg/m³),405733
C5890534,Particulate matter (PM2.5),FR_bayon_2562,France,Bayonne,6.1,Microgramos por metro cúbico (µg/m³),115561
C5890534,Particulate matter (PM2.5),PL_tarnw_0a07,Poland,Tarnów,17.4,Microgramos por metro cúbico (µg/m³),109062
C5890534,Particulate matter (PM2.5),PL_wlocl_a1b9,Poland,Wloclawek,16.2,Microgramos por metro cúbico (µg/m³),110802
C5890534,Particulate matter (PM2.5),PL_kalis_f9b2,Poland,Kalisz,18.9,Microgramos por metro cúbico (µg/m³),100975
C5890534,Particulate matter (PM2.5),PL_siedl_9625,Poland,Siedlce,16.3,Microgramos por metro cúbico (µg/m³),77872
C5890534,Particulate matter (PM2.5),DE_darms_b302,Germany,Darmstadt,8,Microgramos por metro cúbico (µg/m³),159878
C5890534,Particulate matter (PM2.5),PL_kosza_4d62,Poland,Koszalin,10.5,Microgramos por metro cúbico (µg/m³),107321
C5890534,Particulate matter (PM2.5),PL_lubli_9be7,Poland,Lublin,17.7,Microgramos por metro cúbico (µg/m³),339682
C5890534,Particulate matter (PM2.5),ES_lnead_c2b9,Spain,"Línea de la Concepción, La",8.8,Microgramos por metro cúbico (µg/m³),63630
C5890534,Particulate matter (PM2.5),NL_great_47aa,Netherlands,Greater Amsterdam,8.4,Microgramos por metro cúbico (µg/m³),996915
C5890534,Particulate matter (PM2.5),DE_saarb_c785,Germany,Saarbrücken,8.9,Microgramos por metro cúbico (µg/m³),180374
C5890534,Particulate matter (PM2.5),ES_santa_666d,Spain,Santa Cruz de Tenerife,11.6,Microgramos por metro cúbico (µg/m³),368105
C5890534,Particulate matter (PM2.5),ES_salam_848c,Spain,Salamanca,6.9,Microgramos por metro cúbico (µg/m³),144825
C5890534,Particulate matter (PM2.5),AT_klage_b086,Austria,Klagenfurt,11.8,Microgramos por metro cúbico (µg/m³),96640
C5890534,Particulate matter (PM2.5),FR_chamb_dd8a,France,Chambéry,10.3,Microgramos por metro cúbico (µg/m³),87711
C5890534,Particulate matter (PM2.5),ES_cuenc_a21d,Spain,Cuenca,12.4,Microgramos por metro cúbico (µg/m³),54621
C5890534,Particulate matter (PM2.5),FR_nmes_be2c,France,Nîmes,9,Microgramos por metro cúbico (µg/m³),150610
C5890534,Particulate matter (PM2.5),NL_ensch_a90f,Netherlands,Enschede,6.6,Microgramos por metro cúbico (µg/m³),158986
C5890534,Particulate matter (PM2.5),PL_gdans_5f55,Poland,Gdansk,12.7,Microgramos por metro cúbico (µg/m³),466631
C5890534,Particulate matter (PM2.5),PT_faro_c538,Portugal,Faro,3.6,Microgramos por metro cúbico (µg/m³),61015
C5890534,Particulate matter (PM2.5),ES_valen_e45c,Spain,Valencia,10.4,Microgramos por metro cúbico (µg/m³),1417464
C5890534,Particulate matter (PM2.5),BG_varna_57c0,Bulgaria,Varna,10,Microgramos por metro cúbico (µg/m³),336216
C5890534,Particulate matter (PM2.5),FR_montp_3f1c,France,Montpellier,9,Microgramos por metro cúbico (µg/m³),305601
C5890534,Particulate matter (PM2.5),EE_tartu_367b,Estonia,Tartu,5.7,Microgramos por metro cúbico (µg/m³),95430
C5890534,Particulate matter (PM2.5),PL_krakw_b75f,Poland,Kraków,19.5,Microgramos por metro cúbico (µg/m³),771069
C5890534,Particulate matter (PM2.5),PL_kielc_d840,Poland,Kielce,17.2,Microgramos por metro cúbico (µg/m³),195774
C5890534,Particulate matter (PM2.5),AT_innsb_aaf4,Austria,Innsbruck,8.9,Microgramos por metro cúbico (µg/m³),124579
C5890534,Particulate matter (PM2.5),PL_grudz_8266,Poland,Grudziadz,17.7,Microgramos por metro cúbico (µg/m³),95045
C5890534,Particulate matter (PM2.5),LV_liepa_8bd5,Latvia,Liepaja,11.2,Microgramos por metro cúbico (µg/m³),68313
C5890534,Particulate matter (PM2.5),DE_rosto_5cef,Germany,Rostock,9.4,Microgramos por metro cúbico (µg/m³),209191
C5890534,Particulate matter (PM2.5),IT_terni_1c72,Italy,Terni,15.2,Microgramos por metro cúbico (µg/m³),110003
C5890534,Particulate matter (PM2.5),FR_perpi_9ba4,France,Perpignan,8.1,Microgramos por metro cúbico (µg/m³),130264
C5890534,Particulate matter (PM2.5),IT_pesca_db27,Italy,Pescara,14.3,Microgramos por metro cúbico (µg/m³),119862
C5890534,Particulate matter (PM2.5),DE_ludwi_6148,Germany,Ludwigsburg,7.8,Microgramos por metro cúbico (µg/m³),93584
C5890534,Particulate matter (PM2.5),PL_wrocl_46e2,Poland,Wroclaw,14.9,Microgramos por metro cúbico (µg/m³),640648
C5890534,Particulate matter (PM2.5),DE_berli_d35a,Germany,Berlin,11,Microgramos por metro cúbico (µg/m³),3669491
C5890534,Particulate matter (PM2.5),FR_lehav_4e9b,France,Le Havre,10,Microgramos por metro cúbico (µg/m³),195042
C5890534,Particulate matter (PM2.5),HR_slavo_8adb,Croatia,Slavonski Brod,26.5,Microgramos por metro cúbico (µg/m³),52836
C5890534,Particulate matter (PM2.5),CZ_kladn_290d,Czechia,Kladno,11.1,Microgramos por metro cúbico (µg/m³),69337
C5890534,Particulate matter (PM2.5),DE_wrzbu_34f7,Germany,Würzburg,9,Microgramos por metro cúbico (µg/m³),127934
C5890534,Particulate matter (PM2.5),ES_bilba_7291,Spain,Bilbao,9.9,Microgramos por metro cúbico (µg/m³),797590
C5890534,Particulate matter (PM2.5),FI_tampe_4e0d,Finland,Tampere / Tammerfors,4,Microgramos por metro cúbico (µg/m³),238140
C5890534,Particulate matter (PM2.5),NO_oslo_8cfb,Norway,Oslo,7.1,Microgramos por metro cúbico (µg/m³),623966
C5890534,Particulate matter (PM2.5),PL_przem_0692,Poland,Przemysl,12.2,Microgramos por metro cúbico (µg/m³),61251
C5890534,Particulate matter (PM2.5),FR_nancy_7b0f,France,Nancy,9.6,Microgramos por metro cúbico (µg/m³),203610
C5890534,Particulate matter (PM2.5),ES_ovied_f031,Spain,Oviedo,8.2,Microgramos por metro cúbico (µg/m³),219910
C5890534,Particulate matter (PM2.5),FR_marse_6a5b,France,Marseille,10.8,Microgramos por metro cúbico (µg/m³),895431
C5890534,Particulate matter (PM2.5),SK_nitra_bdb9,Slovakia,Nitra,11.7,Microgramos por metro cúbico (µg/m³),76533
C5890534,Particulate matter (PM2.5),SK_nitra_bdb9,Slovak Republic,Nitra,11.7,Microgramos por metro cúbico (µg/m³),76533
C5890534,Particulate matter (PM2.5),SE_malm_fe5b,Sweden,Malmö,7.1,Microgramos por metro cúbico (µg/m³),333633
C5890534,Particulate matter (PM2.5),IT_veron_fcf4,Italy,Verona,17.8,Microgramos por metro cúbico (µg/m³),259087
C5890534,Particulate matter (PM2.5),LT_vilni_5271,Lithuania,Vilnius,6.5,Microgramos por metro cúbico (µg/m³),561836
C5890534,Particulate matter (PM2.5),CY_lefko_aa49,Cyprus,Lefkosia,14.1,Microgramos por metro cúbico (µg/m³),241400
C5890534,Particulate matter (PM2.5),PL_rzesz_0397,Poland,Rzeszów,15.2,Microgramos por metro cúbico (µg/m³),191564
C5890534,Particulate matter (PM2.5),IT_gross_567b,Italy,Grosseto,10.1,Microgramos por metro cúbico (µg/m³),81912
C5890534,Particulate matter (PM2.5),GR_ioann_abc6,Greece,Ioannina,21.9,Microgramos por metro cúbico (µg/m³),80371
C5890534,Particulate matter (PM2.5),DE_leipz_efea,Germany,Leipzig,7.5,Microgramos por metro cúbico (µg/m³),593145
C5890534,Particulate matter (PM2.5),IE_water_e04e,Ireland,Waterford,8.8,Microgramos por metro cúbico (µg/m³),46583
C5890534,Particulate matter (PM2.5),BG_perni_f3f7,Bulgaria,Pernik,19.2,Microgramos por metro cúbico (µg/m³),72241
C5890534,Particulate matter (PM2.5),NL_great_79d2,Netherlands,Greater Heerlen,6.1,Microgramos por metro cúbico (µg/m³),198168
C5890534,Particulate matter (PM2.5),HU_szege_ac69,Hungary,Szeged,13.2,Microgramos por metro cúbico (µg/m³),160258
C5890534,Particulate matter (PM2.5),DE_mlhei_aac3,Germany,Mülheim a.d.Ruhr,9.9,Microgramos por metro cúbico (µg/m³),170632
C5890534,Particulate matter (PM2.5),RO_craio_5fb1,Romania,Craiova,15.2,Microgramos por metro cúbico (µg/m³),301269
C5890534,Particulate matter (PM2.5),CZ_ostra_92a0,Czechia,Ostrava,16.3,Microgramos por metro cúbico (µg/m³),287968
C5890534,Particulate matter (PM2.5),IT_milan_7cdd,Italy,Milano (greater city),19.7,Microgramos por metro cúbico (µg/m³),3622641
C5890534,Particulate matter (PM2.5),HU_pcs_a68a,Hungary,Pécs,11.9,Microgramos por metro cúbico (µg/m³),141843
C5890534,Particulate matter (PM2.5),NO_stava_06c7,Norway,Stavanger,7,Microgramos por metro cúbico (µg/m³),129191
C5890534,Particulate matter (PM2.5),DE_biele_726e,Germany,Bielefeld,9.6,Microgramos por metro cúbico (µg/m³),334195
C5890534,Particulate matter (PM2.5),PL_szcze_b32a,Poland,Szczecin,11.1,Microgramos por metro cúbico (µg/m³),402465
C5890534,Particulate matter (PM2.5),DE_dssel_42b3,Germany,Düsseldorf,9.5,Microgramos por metro cúbico (µg/m³),621877
C5890534,Particulate matter (PM2.5),AT_wien_95b8,Austria,Wien,9.8,Microgramos por metro cúbico (µg/m³),1766746
C5890534,Particulate matter (PM2.5),RO_slati_5f5a,Romania,Slatina,15.1,Microgramos por metro cúbico (µg/m³),82931
C5890534,Particulate matter (PM2.5),CZ_ceskb_8738,Czechia,Ceské Budejovice,10.7,Microgramos por metro cúbico (µg/m³),94463
C5890534,Particulate matter (PM2.5),CH_lugan_fa66,Switzerland,Lugano (greater city),10.6,Microgramos por metro cúbico (µg/m³),88484
C5890534,Particulate matter (PM2.5),HU_veszp_d006,Hungary,Veszprém,12.1,Microgramos por metro cúbico (µg/m³),59119
C5890534,Particulate matter (PM2.5),DE_pforz_be96,Germany,Pforzheim,7.5,Microgramos por metro cúbico (µg/m³),125957
C5890534,Particulate matter (PM2.5),DE_magde_7712,Germany,Magdeburg,9,Microgramos por metro cúbico (µg/m³),237565
C5890534,Particulate matter (PM2.5),EE_talli_5b3f,Estonia,Tallinn,4.4,Microgramos por metro cúbico (µg/m³),438341
C5890534,Particulate matter (PM2.5),FR_poiti_d2cc,France,Poitiers,8.7,Microgramos por metro cúbico (µg/m³),98314
C5890534,Particulate matter (PM2.5),DE_marbu_79a1,Germany,Marburg,7.6,Microgramos por metro cúbico (µg/m³),77129
C5890534,Particulate matter (PM2.5),SK_brati_9489,Slovakia,Bratislava,11.2,Microgramos por metro cúbico (µg/m³),437726
C5890534,Particulate matter (PM2.5),SK_brati_9489,Slovak Republic,Bratislava,11.2,Microgramos por metro cúbico (µg/m³),437726
C5890534,Particulate matter (PM2.5),ES_mlaga_e9a2,Spain,Málaga,8.2,Microgramos por metro cúbico (µg/m³),578460
C5890534,Particulate matter (PM2.5),FR_saint_1f07,France,Saint-Quentin,9,Microgramos por metro cúbico (µg/m³),53816
C5890534,Particulate matter (PM2.5),DE_breme_0660,Germany,Bremerhaven,9,Microgramos por metro cúbico (µg/m³),113643
C5890534,Particulate matter (PM2.5),DE_fulda_62be,Germany,Fulda,7.6,Microgramos por metro cúbico (µg/m³),68635
C5890534,Particulate matter (PM2.5),DE_kiel_b004,Germany,Kiel,6.2,Microgramos por metro cúbico (µg/m³),246794
C5890534,Particulate matter (PM2.5),NL_great_490f,Netherlands,Greater Eindhoven,9.7,Microgramos por metro cúbico (µg/m³),276979
C5890534,Particulate matter (PM2.5),FR_saint_8edb,France,Saint-Nazaire,8.4,Microgramos por metro cúbico (µg/m³),69993
C5890534,Particulate matter (PM2.5),IT_napol_63af,Italy,Napoli (greater city),13.7,Microgramos por metro cúbico (µg/m³),2855958
C5890534,Particulate matter (PM2.5),IT_bresc_cfe2,Italy,Brescia,20.7,Microgramos por metro cúbico (µg/m³),196340
C5890534,Particulate matter (PM2.5),DE_augsb_d413,Germany,Augsburg,9.1,Microgramos por metro cúbico (µg/m³),296582
C5890534,Particulate matter (PM2.5),DE_wiesb_2eae,Germany,Wiesbaden,8.4,Microgramos por metro cúbico (µg/m³),278474
C5890534,Particulate matter (PM2.5),DE_breme_37eb,Germany,Bremen,9.1,Microgramos por metro cúbico (µg/m³),567559
C5890534,Particulate matter (PM2.5),IT_firen_99b6,Italy,Firenze,11.9,Microgramos por metro cúbico (µg/m³),366927
C5890534,Particulate matter (PM2.5),IT_torin_ed8b,Italy,Torino,21,Microgramos por metro cúbico (µg/m³),857910
C5890534,Particulate matter (PM2.5),CZ_pardu_1a44,Czechia,Pardubice,12.7,Microgramos por metro cúbico (µg/m³),91727
C5890534,Particulate matter (PM2.5),IT_tries_9978,Italy,Trieste,11.5,Microgramos por metro cúbico (µg/m³),201613
C5890534,Particulate matter (PM2.5),ES_santi_d77f,Spain,Santiago de Compostela,6.6,Microgramos por metro cúbico (µg/m³),97848
C5890534,Particulate matter (PM2.5),ES_laspa_c89e,Spain,Las Palmas,13,Microgramos por metro cúbico (µg/m³),381223
C5890534,Particulate matter (PM2.5),SK_kosic_40ac,Slovakia,Kosice,15.5,Microgramos por metro cúbico (µg/m³),238593
C5890534,Particulate matter (PM2.5),SK_kosic_40ac,Slovak Republic,Kosice,15.5,Microgramos por metro cúbico (µg/m³),238593
C5890534,Particulate matter (PM2.5),FR_besan_edba,France,Besançon,7.7,Microgramos por metro cúbico (µg/m³),115934
C5890534,Particulate matter (PM2.5),PL_piotr_f745,Poland,Piotrków Trybunalski,20.6,Microgramos por metro cúbico (µg/m³),73670
C5890534,Particulate matter (PM2.5),PL_biels_67be,Poland,Bielsko-Biala,17.9,Microgramos por metro cúbico (µg/m³),171259
C5890534,Particulate matter (PM2.5),IT_moden_aed1,Italy,Modena,18.5,Microgramos por metro cúbico (µg/m³),189013
C5890534,Particulate matter (PM2.5),IT_batti_1e6e,Italy,Battipaglia,9.6,Microgramos por metro cúbico (µg/m³),50411
C5890534,Particulate matter (PM2.5),RO_const_3a14,Romania,Constanta,11.3,Microgramos por metro cúbico (µg/m³),313021
C5890534,Particulate matter (PM2.5),PL_zielo_8b6b,Poland,Zielona Góra,10,Microgramos por metro cúbico (µg/m³),140297
C5890534,Particulate matter (PM2.5),DE_wuppe_5b27,Germany,Wuppertal,9.1,Microgramos por metro cúbico (µg/m³),355100
C5890534,Particulate matter (PM2.5),PL_katow_eece,Poland,Katowice,18.2,Microgramos por metro cúbico (µg/m³),294510
C5890534,Particulate matter (PM2.5),PL_zory_ab63,Poland,Zory,21.8,Microgramos por metro cúbico (µg/m³),62456
C5890534,Particulate matter (PM2.5),DE_halle_4a2d,Germany,Halle an der Saale,8.9,Microgramos por metro cúbico (µg/m³),238762
C5890534,Particulate matter (PM2.5),SE_stock_f57d,Sweden,Stockholm (greater city),4.6,Microgramos por metro cúbico (µg/m³),1745766
C5890534,Particulate matter (PM2.5),ES_albac_47ff,Spain,Albacete,11.1,Microgramos por metro cúbico (µg/m³),174336
C5890534,Particulate matter (PM2.5),IT_catan_0dab,Italy,Catania,12.6,Microgramos por metro cúbico (µg/m³),296266
C5890534,Particulate matter (PM2.5),IT_forl_efbb,Italy,Forlì,13.7,Microgramos por metro cúbico (µg/m³),118292
C5890534,Particulate matter (PM2.5),ES_carta_af40,Spain,Cartagena,12.5,Microgramos por metro cúbico (µg/m³),216108
C5890534,Particulate matter (PM2.5),IE_dubli_71fa,Ireland,Dublin,7.1,Microgramos por metro cúbico (µg/m³),516255
C5890534,Particulate matter (PM2.5),IT_sassa_1617,Italy,Sassari,6.2,Microgramos por metro cúbico (µg/m³),125273
C5890534,Particulate matter (PM2.5),FR_greno_5fdd,France,Grenoble,11,Microgramos por metro cúbico (µg/m³),305569
C5890534,Particulate matter (PM2.5),IT_pesar_6ee1,Italy,Pesaro,18.2,Microgramos por metro cúbico (µg/m³),95152
C5890534,Particulate matter (PM2.5),CZ_praha_ef62,Czechia,Praha,11.4,Microgramos por metro cúbico (µg/m³),1324277
C5890534,Particulate matter (PM2.5),DE_essen_c0ea,Germany,Essen,10.3,Microgramos por metro cúbico (µg/m³),582760
C5890534,Particulate matter (PM2.5),FR_bourg_1091,France,Bourges,8.5,Microgramos por metro cúbico (µg/m³),64551
C5890534,Particulate matter (PM2.5),DE_heilb_ff4a,Germany,Heilbronn,8.6,Microgramos por metro cúbico (µg/m³),126592
C5890534,Particulate matter (PM2.5),FR_tours_3c4d,France,Tours,8.9,Microgramos por metro cúbico (µg/m³),242529
C5890534,Particulate matter (PM2.5),HU_gyr_0653,Hungary,Gyõr,14.4,Microgramos por metro cúbico (µg/m³),133946
C5890534,Particulate matter (PM2.5),IT_berga_3ec1,Italy,Bergamo,20.9,Microgramos por metro cúbico (µg/m³),120783
C5890534,Particulate matter (PM2.5),ES_ciuda_deae,Spain,Ciudad Real,8.7,Microgramos por metro cúbico (µg/m³),75504
C5890534,Particulate matter (PM2.5),PL_bydgo_5f43,Poland,Bydgoszcz,13.7,Microgramos por metro cúbico (µg/m³),350178
C5890534,Particulate matter (PM2.5),NL_great_e4a0,Netherlands,Greater Rotterdam,8.9,Microgramos por metro cúbico (µg/m³),1232747
C5890534,Particulate matter (PM2.5),FR_leman_a287,France,Le Mans,8.9,Microgramos por metro cúbico (µg/m³),150369
C5890534,Particulate matter (PM2.5),DE_villi_2ade,Germany,Villingen-Schwenningen,6.6,Microgramos por metro cúbico (µg/m³),85707
C5890534,Particulate matter (PM2.5),DE_hambu_f23b,Germany,Hamburg,9.4,Microgramos por metro cúbico (µg/m³),1847253
C5890534,Particulate matter (PM2.5),FR_lorie_abd1,France,Lorient,8.6,Microgramos por metro cúbico (µg/m³),79877
C5890534,Particulate matter (PM2.5),DK_kbenh_c162,Denmark,København,8,Microgramos por metro cúbico (µg/m³),559440
C5890534,Particulate matter (PM2.5),FR_douai_2f59,France,Douai,10.7,Microgramos por metro cúbico (µg/m³),86074
C5890534,Particulate matter (PM2.5),DE_bonn_6c1d,Germany,Bonn,8.4,Microgramos por metro cúbico (µg/m³),329673
C5890534,Particulate matter (PM2.5),FR_borde_3a4a,France,Bordeaux,9.6,Microgramos por metro cúbico (µg/m³),650138
C5890534,Particulate matter (PM2.5),IT_paler_8669,Italy,Palermo,12.1,Microgramos por metro cúbico (µg/m³),647422
C5890534,Particulate matter (PM2.5),DE_lbeck_1c68,Germany,Lübeck,6.8,Microgramos por metro cúbico (µg/m³),216530
C5890534,Particulate matter (PM2.5),IT_latin_c374,Italy,Latina,10.7,Microgramos por metro cúbico (µg/m³),127037
C5890534,Particulate matter (PM2.5),FR_clerm_41db,France,Clermont-Ferrand,8.5,Microgramos por metro cúbico (µg/m³),195162
C5890534,Particulate matter (PM2.5),FR_saint_8534,France,Saint-Etienne,8.8,Microgramos por metro cúbico (µg/m³),194561
C5890534,Particulate matter (PM2.5),FR_toulo_f5e6,France,Toulon,8.4,Microgramos por metro cúbico (µg/m³),334333
C5890534,Particulate matter (PM2.5),RO_bucur_f4c2,Romania,Bucuresti,15.6,Microgramos por metro cúbico (µg/m³),2131034
C5890534,Particulate matter (PM2.5),DE_bambe_9452,Germany,Bamberg,9.4,Microgramos por metro cúbico (µg/m³),77373
C5890534,Particulate matter (PM2.5),FR_dijon_7c97,France,Dijon,6.8,Microgramos por metro cúbico (µg/m³),198870
C5890534,Particulate matter (PM2.5),NL_great_ef02,Netherlands,Greater 's-Gravenhage,6.4,Microgramos por metro cúbico (µg/m³),769888
C5890534,Particulate matter (PM2.5),PL_elk_e61d,Poland,Elk,12.6,Microgramos por metro cúbico (µg/m³),61928
C5890534,Particulate matter (PM2.5),FR_brest_12f8,France,Brest,7.7,Microgramos por metro cúbico (µg/m³),140064
C5890534,Particulate matter (PM2.5),DE_dresd_90be,Germany,Dresden,8.5,Microgramos por metro cúbico (µg/m³),556780
C5890534,Particulate matter (PM2.5),IT_sirac_50c7,Italy,Siracusa,9.7,Microgramos por metro cúbico (µg/m³),119056
C5890534,Particulate matter (PM2.5),PL_plock_bc76,Poland,Plock,13.5,Microgramos por metro cúbico (µg/m³),120000
C5890534,Particulate matter (PM2.5),DE_mainz_efaf,Germany,Mainz,9,Microgramos por metro cúbico (µg/m³),218578
C5890534,Particulate matter (PM2.5),PT_funch_d57e,Portugal,Funchal,4.4,Microgramos por metro cúbico (µg/m³),104024
C5890534,Particulate matter (PM2.5),ES_crdob_82bd,Spain,Córdoba,10.7,Microgramos por metro cúbico (µg/m³),326039
C5890534,Particulate matter (PM2.5),FR_nice_7c64,France,Nice,9.8,Microgramos por metro cúbico (µg/m³),670215
C5890534,Particulate matter (PM2.5),DE_frank_22cb,Germany,Frankfurt (Oder),9.9,Microgramos por metro cúbico (µg/m³),57751
C5890534,Particulate matter (PM2.5),DE_erfur_87bc,Germany,Erfurt,8.2,Microgramos por metro cúbico (µg/m³),213981
C5890534,Particulate matter (PM2.5),BG_velik_8c2c,Bulgaria,Veliko Tarnovo,15.7,Microgramos por metro cúbico (µg/m³),68828
C5890534,Particulate matter (PM2.5),BE_gent_4a09,Belgium,Gent,11.3,Microgramos por metro cúbico (µg/m³),263687
C5890534,Particulate matter (PM2.5),DE_freib_1536,Germany,Freiburg im Breisgau,7.4,Microgramos por metro cúbico (µg/m³),231195
C5890534,Particulate matter (PM2.5),IT_roma_2e92,Italy,Roma,12.8,Microgramos por metro cúbico (µg/m³),2808293
C5890534,Particulate matter (PM2.5),BE_charl_0ee2,Belgium,Charleroi,7.7,Microgramos por metro cúbico (µg/m³),203314
C5890534,Particulate matter (PM2.5),NL_great_c921,Netherlands,Greater Utrecht,8.1,Microgramos por metro cúbico (µg/m³),450062
C5890534,Particulate matter (PM2.5),FR_annem_d92d,France,Annemasse,9.7,Microgramos por metro cúbico (µg/m³),61518
C5890534,Particulate matter (PM2.5),DE_kasse_8061,Germany,Kassel,8.5,Microgramos por metro cúbico (µg/m³),202137
C5890534,Particulate matter (PM2.5),BE_mons_1b59,Belgium,Mons,8.7,Microgramos por metro cúbico (µg/m³),95922
